BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3
The Crown Inn,Pub/bar/nightclub,The Crown Inn Church Street,Theale,Reading
The Crown Inn,Restaurant/Cafe/Canteen,The Crown,Playhatch,Reading
The Crucible Sports and Social Club,Pub/bar/nightclub,Unit 6 Richfield Avenue,Reading,
The Curious Lounge,Restaurant/Cafe/Canteen,20 Tudor Road,Reading,
The Dairy at University of Reading,Restaurant/Cafe/Canteen,London Road,Reading,Berkshire
The Deli Van Man,Other catering premises,30 Ashcroft Close Caversham,Reading,
The Dock Bar & Cafe,Restaurant/Cafe/Canteen,Thames & Kennet Marina Henley Road,Caversham,Reading
The Eggfree Cake Box,Retailers - other,73 Wokingham Road,Reading,
The Elephant Hotel,Hotel/bed & breakfast/guest house,The Elephant Church Road,Pangbourne,Reading
The Elm Tree,Pub/bar/nightclub,Old Elm Tree Beech Hill Road,Beech Hill,Reading
The Extraordinary Hare,Restaurant/Cafe/Canteen,The Hare Reading Road,West Hendred,Wantage
The Face Bar,Pub/bar/nightclub,Ambrose Place,Chatham Street,Reading
The Falcon and The Jacket Bar,Pub/bar/nightclub,The Falcon 31 High Street,Theale,Reading
The Ferryboat,Pub/bar/nightclub,High Street,Whitchurch On Thames,Reading
The Festival Store Pizza and Sidez,Mobile caterer,81 South View Avenue,Caversham,Reading
The Fishermans Cottage,Hotel/bed & breakfast/guest house,Kennet Side,Reading,
The Fit Cookie,Retailers - other,15 West Street,Reading,
The Flowing Spring,Restaurant/Cafe/Canteen,Henley Road,Playhatch,Reading
The Food Warehouse Iceland,Retailers - supermarkets/hypermarkets,Rose Kiln Lane,Reading,
The Foresters Arms,Pub/bar/nightclub,79 Brunswick Street,Reading,
The Four Horseshoes,Pub/bar/nightclub,Reading Road,Sherfield-on-Loddon,Hook
The Four Points,Pub/bar/nightclub,Four Points Inn,Aldworth,Reading
The Fox & Hounds,Pub/bar/nightclub,Fox And Hounds 116 City Road,Tilehurst,Reading
The Fruit Shop From Wellers,Retailers - other,The Fruit Shop Reading Road,Burghfield Common,Reading
The Funzone Out Of School Club,Caring Premises,Mrs Blands Infant School Jordans Lane,Burghfield Common,Reading
The Garage Cafe,Restaurant/Cafe/Canteen,Beansheaf Community Centre Charrington Road,Calcot,Reading
The George at Upton,Pub/bar/nightclub,The George & Dragon Reading Road,Upton,Didcot
The George Hotel,Hotel/bed & breakfast/guest house,George Hotel The Square,Pangbourne,Reading
The Golden Dragon,Takeaway/sandwich shop,230 Northumberland Avenue,Reading,
The Good Brothers,Other catering premises,183 Wokingham Road,Reading,
The Gorge Cafe,Restaurant/Cafe/Canteen,227 Caversham Road,Reading,
The Goring Grocer,Retailers - other,17A High Street,Goring,Reading
The Grange,Caring Premises,Grange Close,Goring,Reading
The Greyfriar,Pub/bar/nightclub,53 Greyfriars Road,Reading,
The Greyhound Inn,Pub/bar/nightclub,Greyhound Inn,Tidmarsh,Reading
The Greyhound Inn,Pub/bar/nightclub,High Street,Whitchurch On Thames,Reading
The Griffin,Pub/bar/nightclub,10-12 Church Road,Caversham,Reading
The Grove Cafe at Meadway Precinct,Restaurant/Cafe/Canteen,Honey End Lane,Reading,
The Hare and Hounds,Pub/bar/nightclub,Woodlands Road,Sonning Common,Reading
The Herb Farm,Retailers - other,The Herb Farm Peppard Road,Sonning Common,Reading
The Hexagon,Restaurant/Cafe/Canteen,Queens Walk,Reading,
The Highwayman Inn,Pub/bar/nightclub,Exlade Street,Woodcote,Reading
The Hill Primary School,School/college/university,Peppard Road,Reading,
The Hollies,Caring Premises,The Hollies Reading Road,Burghfield Common,Reading
The Hop Leaf,Pub/bar/nightclub,163 Southampton Street,Reading,
The Hope Tap,Pub/bar/nightclub,99-102 Friar Street,Reading,
The Horse & Groom,Pub/bar/nightclub,Horse And Groom The Street,Mortimer Common,Reading
The Hub,Restaurant/Cafe/Canteen,21 Cholmeley Road,Reading,
The Hub at The Guide Dogs For The Blind Association,Restaurant/Cafe/Canteen,Hillfields Reading Road,Burghfield Common,Reading
The Hunger Hunt,Mobile caterer,258A Oxford Road,Reading,
"The Hut, Central Kebabs",Mobile caterer,39 St Marys Butts,Reading,
The Iron Duke,Pub/bar/nightclub,Fair Oak Lane,Stratfield Saye,Reading
The Jolly Farmer,Hotel/bed & breakfast/guest house,The Jolly Farmer,Davis St,Hurst
The Kingsley At Eversley,Hotel/bed & breakfast/guest house,The Kingsley,Keys,Reading Road
The Kiosk,Mobile caterer,The Kiosk Station Road,Theale,Reading
The Kitchen at Reading College,School/college/university,Kings Road,Reading,
The Last Crumb,Pub/bar/nightclub,76 Prospect Street,Caversham,Reading
The Laughing Halibut,Takeaway/sandwich shop,18 Whitchurch Road,Pangbourne,Reading
The Leather Bottle,Restaurant/Cafe/Canteen,Reading Road,Mattingley,HOOK
The Lemon Plaice,Takeaway/sandwich shop,2 Norcot Road,Tilehurst,Reading
The Link Cafe,Restaurant/Cafe/Canteen,28 School Road,Tilehurst,Reading
The Lodge Day Nursery at Southcote Children's Centre,Caring Premises,85 Coronation Square,Reading,
The London Street Brasserie,Restaurant/Cafe/Canteen,2-4 London Street,Reading,Berkshire
The Long Gallery,Other catering premises,Englefield House,Englefield,Reading
The Mad Duck Cafe,Restaurant/Cafe/Canteen,82 - 84 Wintringham Way,Purley On Thames,Reading
The Mansion House,Pub/bar/nightclub,Liebenrood Road,Reading,
The Meme's Kitchen,Restaurant/Cafe/Canteen,57 Basingstoke Road,Reading,
The Miller of Mansfield,Pub/bar/nightclub,High Street,Goring,Reading
The Moderation,Pub/bar/nightclub,213 Caversham Road,Reading,
The Monks Retreat,Pub/bar/nightclub,163 Friar Street,Reading,
The Nags Head,Pub/bar/nightclub,5 Russell Street,Reading,
The National Meat Halal,Retailers - other,117-119 Oxford Road,Reading,
The New Astley Cafe The Racing Centre,Pub/bar/nightclub,The Racing Centre,Fred Archer Way,Newmarket
The New Inn,Restaurant/Cafe/Canteen,Chalkhouse Green Road,Kidmore End,Reading
The New Red Lantern,Takeaway/sandwich shop,6 Norcot Road,Tilehurst,Reading
The Nook,Restaurant/Cafe/Canteen,17-19 Valpy Street,Reading,
The Oasis,Restaurant/Cafe/Canteen,21 Baker Street,Reading,
The Old Bell At Grazeley Green,Pub/bar/nightclub,The Old Bell At Grazeley Green Goring Lane,Grazeley Green,Reading
The Old Boot Inn,Pub/bar/nightclub,The Old Boot Inn,Stanford Dingley,Reading
The Old Fire Station Nursery,Caring Premises,The Old Fire Station The Street,Englefield,Reading
The Old Lamb Hotel,Hotel/bed & breakfast/guest house,Old Lamb Motel 18 - 20 Church Street,Theale,Reading
The Old Mill,Hotel/bed & breakfast/guest house,The Old Mill Station Road,Aldermaston,Reading
The Oratory Preparatory School,School/college/university,The Oratory Preparatory School Great Oaks,Goring Heath,Reading
The Oratory School,School/college/university,The Oratory School,Woodcote,Reading
The Original Gourmet Burger Co.,Restaurant/Cafe/Canteen,127 Wokingham Road,Reading,
The Outlook,Pub/bar/nightclub,76-78 Kings Road,Reading,
The Pack Saddle,Pub/bar/nightclub,Chazey Heath,Mapledurham,Reading
The Packhorse,Restaurant/Cafe/Canteen,Chazey Heath,Mapledurham,Reading
The Pangbourne Cheese Shop Ltd,Retailers - other,Clifton House 17 Reading Road,Pangbourne,Reading
The Pangbourne Cheese Shop Ltd (The Loose Larder),Retailers - other,15 Reading Road,Pangbourne,Reading
The Pantry @ St Barnabas,Other catering premises,St Barnabas Elm Road,Reading,
The Pantry at St Paul's Catholic Primary School,School/college/university,St Pauls Catholic Primary School City Road,Tilehurst,Reading
The Pantry Café & Kitchen at Museum and Town Hall,Restaurant/Cafe/Canteen,Blagrave Street,Reading,
The Pantry UK LTD at Ambleside Nursery School,Caring Premises,,Ambleside Close,Woodley
The Parade Bakeshop,Restaurant/Cafe/Canteen,3 The Parade,Reading Road,Yateley
The Perch & Pike,Restaurant/Cafe/Canteen,The Street,South Stoke,Reading
The Personal Chef Company,Restaurant/Cafe/Canteen,,Grange Community Centre,Redding Road
the Pheasant Inn PH,Pub/bar/nightclub,225 Southampton Street,Reading,
The Piggott School,Caring Premises,,Twyford Road,Wargrave
The Plaice,Takeaway/sandwich shop,6 Wood Green,Woodcote,Reading
The Plough Inn,Pub/bar/nightclub,78 School Road,Tilehurst,Reading
The Plough Shiplake,Pub/bar/nightclub,Plough Lane Reading Road,Shiplake,
The Pondhouse,Pub/bar/nightclub,738 Oxford Road,Reading,
The Pop Inn,Retailers - supermarkets/hypermarkets,48 Erleigh Road,Reading,
The Prince,Pub/bar/nightclub,111 School Road,Tilehurst,Reading
The Progress Theatre,Retailers - other,The Mount,Reading,
The Queens Head,Pub/bar/nightclub,54 Christchurch Road,Reading,
The Quiet Ritual,Mobile caterer,38 Bedford Road,Reading,
The Quoit Bar,Pub/bar/nightclub,,63 Main Street,
The Railway Tavern,Pub/bar/nightclub,31 Greyfriars Road,Reading,
The Range,Retailers - other,Caversham Road,Reading,
The Range,Retailers - other,Rose Kiln Lane,Reading,
The Reading Rooms,Hotel/bed & breakfast/guest house,The Reading Rooms,31 Hawley Square,Margate
The Reading Rooms Antiques,Other catering premises,Reading Rooms,Park Road,Holkham
The Red Cow,Pub/bar/nightclub,56 Star Road,Caversham,Reading
The Red Lion,Restaurant/Cafe/Canteen,Church Road,Mortimer West End,Reading
The Red Lion,Pub/bar/nightclub,Goring Road,Woodcote,Reading
The Reddings Playgroup,Caring Premises,North Road Community Centre,North Road West,The Reddings
The Retreat,Pub/bar/nightclub,8 St Johns Street,Reading,
The Rifle Volunteer,Pub/bar/nightclub,The Rifle Volunteer,141 Reading Road,Wokingham
The Rising Sun,Pub/bar/nightclub,16 Castle Street,Reading,
The Roaring Raindrop,Pub/bar/nightclub,The Roaring Raindrop Preston Road,Abingdon,Oxon
The Roebuck,Pub/bar/nightclub,37 Auckland Road,Reading,
The Rose & Thistle,Pub/bar/nightclub,43 Argyle Road,Reading,
The Rose Garden Cafe and Coffee Shop,Restaurant/Cafe/Canteen,Hertfordshire Garden Centre,Redding Lane,Redbourn
The Roseate/The Reading Rooms,Hotel/bed & breakfast/guest house,26 The Forbury,Reading,
The Rowbarge,Pub/bar/nightclub,Rowbarge Station Road,Woolhampton,Reading
The Royal Berkshire Grill,Restaurant/Cafe/Canteen,Peppard Building Supplies Bishopsland Farm,Dunsden,Reading
The Royal Oak,Pub/bar/nightclub,Reading Road,Yateley,Hampshire
The Royal Oak,Pub/bar/nightclub,The Royal Oak PH 69 Westwood Glen Tilehurst,Reading,
The Salvation Army Church Lunch Club,Restaurant/Cafe/Canteen,Anstey Road,Reading,
The Sanctuary Cafe,Restaurant/Cafe/Canteen,35-39 London Street Reading,Reading,
The Scoop Room/ Gelato Henley,Manufacturers/packers,63 Reading Road,Henley-On-Thames,Oxon
The Seven Red Roses,Pub/bar/nightclub,Seven Red Roses,Maiden Lane Centre,Lower Earley
The Shack,Takeaway/sandwich shop,Mapledurham Pavilion Upper Woodcote Road,Reading,
The Shop,Retailers - other,Reading Road,Sherfield-on-Loddon,Hook
The Shop Inn,Retailers - other,114 Henley Road,Caversham,Reading
The Signal Box,Pub/bar/nightclub,18 Friar Street,Reading,
The Six Bells,Pub/bar/nightclub,Six Bells The Hatch,Burghfield,Reading
The Six Bells,Pub/bar/nightclub,Six Bells The Green,Beenham,Reading
The Snaffle Cafe,Restaurant/Cafe/Canteen,Hall Place Farm Sulham Hill,Tilehurst,Reading
The Soju at Kings Walk,Restaurant/Cafe/Canteen,King Street,Reading,
The Soul of Seoul,Restaurant/Cafe/Canteen,University Of Reading,Whiteknights Road,Earley
The Southcote Beefeater,Pub/bar/nightclub,19 Southcote Lane,Reading,
The Sports Collective CIC,Caring Premises,BEECHWOOD SECONDAY SCHOOL LONG READINGS LANE,,SLOUGH
The Sportsman,Pub/bar/nightclub,201 Shinfield Road,Reading,
The Spread Eagle / Bagheera Indian Restaurant & Bar,Pub/bar/nightclub,117 Norfolk Road,Reading,
The Spring Inn,Pub/bar/nightclub,The Spring Inn Bath Road,Sulhamstead,Reading
The Spud Wagon,Mobile caterer,O/S Reading Station Station Hill,Reading,
The Staverton Social Club,Pub/bar/nightclub,THE READING ROOMS,,STAVERTON
The Street Bakeshop,Restaurant/Cafe/Canteen,,220 S Oak Way Reading,
The Sun Inn,Restaurant/Cafe/Canteen,Hill Bottom,Whitchurch Hill,Reading
The Sunshine Room,Caring Premises,The Reading Room Church Lane,,Ninfield
The Supported Living Team,Caring Premises,188 Whitley Wood Lane,Reading,
The Switch,Other catering premises,19 The Triangle,Tilehurst,Reading
The Switch - Grab & Go,Takeaway/sandwich shop,109B School Road Tilehurst,Reading,
The Tasty Plaice,Takeaway/sandwich shop,158 Park Lane,Tilehurst,Reading
The Tea Kiosk at Caversham Court Gardens,Restaurant/Cafe/Canteen,Church Road,Caversham,Reading
The Three Guineas,Pub/bar/nightclub,Station Approach,Reading,
The Three Horseshoes,Pub/bar/nightclub,90 Reading Road,Henley-On-Thames,Oxon
The Three Tuns,Pub/bar/nightclub,191 Wokingham Road,Reading,
The Tilehurst Coffee Van,Mobile caterer,202 Thirlmere Avenue,Tilehurst,Reading
The Tower House,Caring Premises,Reading Road,Shiplake,Henley-On-Thames Oxon
The Travellers Rest,Pub/bar/nightclub,180 Henley Road Caversham,Reading,
The Turks Head,Pub/bar/nightclub,31 London Road,Reading,
The Turners Arms,Pub/bar/nightclub,Turners Arms West End Road,Mortimer Common,Reading
The Veg Box,Retailers - other,44 West Street,Reading,
The Victoria,Pub/bar/nightclub,1 Norcot Road,Tilehurst,Reading
The Victoria Cross,Pub/bar/nightclub,350 Basingstoke Road,Reading,
The Village Store,Retailers - other,Sunnyside Reading Road,Burghfield Common,Reading
The Volunteer,Pub/bar/nightclub,The Volunteer Church Street,Theale,Reading
The Vue Cinema at The Oracle,Retailers - other,Bridge Street,Reading,
The Water Tower,Pub/bar/nightclub,160 Park Lane,Reading,
The Way Ministry Reading,Other catering premises,90b Great Knollys Street,Reading,
The White Eagle,Pub/bar/nightclub,344a Oxford Road,Reading,
The White Hart,Pub/bar/nightclub,Reading Road,Sherfield-on-Loddon,Hook
The White Horse,Pub/bar/nightclub,9 Kidmore End Road,Emmer Green,Reading
The Willows,School/college/university,Silchester C Of E Primary School,School Lane,Silchester
The Wing At Silverstone Circuit,Restaurant/Cafe/Canteen,Silverstone Motor Racing Circuit,Silverstone Road,Biddlesden
The Wokingham Foodbank,Other catering premises,Unit 2,498 Reading Road,Winnersh
Theale Golf Centre,Pub/bar/nightclub,Theale Golf Centre North Street,Theale,Reading
Theale Pharmacy,Retailers - other,27 High Street,Theale,Reading
Theale Tandoori,Takeaway/sandwich shop,33A - 33B High Street,Theale,Reading
Thirsty Bear,Pub/bar/nightclub,110 Kings Road,Reading,
Thomas Franks at Chiltern Nursery & Training College,School/college/university,20 Peppard Road,Caversham,Reading
Thomas Franks at Leighton Park School,School/college/university,Shinfield Road,Reading,
Thomas Franks at Pangbourne College,School/college/university,Pangbourne College Bere Court Road,Pangbourne,Reading
Thomas Franks at Queen Annes School,School/college/university,Henley Road,Caversham,Reading
Thomas Franks at Reading Blue Coat School,School/college/university,Reading Blue Coat School,Sonning Lane,Sonning
Thomas Franks at Shiplake College,School/college/university,Shiplake College Reading Road,Shiplake,Henley-On-Thames Oxon
Thomas Franks Limited TA Salesian College,Restaurant/Cafe/Canteen,Salesian College,119 Reading Road,Farnborough
Thruxton Motor Racing Circuit,Restaurant/Cafe/Canteen,British Automobile Racing Club Ltd,Aerodrome Road,Thruxton
Tigers at Theale Day Nursery,Caring Premises,59 High Street,Theale,Reading
Tigers in Theale,Caring Premises,16 Church Street,Theale,Reading
Tilehurst Bowls Club,Pub/bar/nightclub,Wardle Avenue,Tilehurst,Reading
Tilehurst Convenience Store,Retailers - other,227-229 Kentwood Hill,Reading,Berkshire
Tilehurst Pharmacy,Retailers - other,7 School Road,Tilehurst,Reading
Tilehurst Royal British Legion,Pub/bar/nightclub,Downing Road,Tilehurst,Reading
Tilehurst SF Connect,Retailers - other,Tilehurst Road,Reading,
TK Maxx,Retailers - other,TK Maxx Homesense Unit 4A,Roaring Meg Retail Park,London Road
TK Maxx at Reading Gate Retail Park,Retailers - other,,Reading,
Toby Carvery,Restaurant/Cafe/Canteen,Richfield Avenue,Reading,
Today's Express,Retailers - other,17 Duke Street,Reading,
Today's Express,Retailers - other,107 Oxford Road,Reading,
Today's Local,Retailers - supermarkets/hypermarkets,205 Oxford Road,Reading,
Today's Store,Retailers - other,1 Prince Of Wales Avenue,Reading,
Together for Mental Wellbeing,Caring Premises,Orts Road,Reading,
Tolhurst Organic Kitchen,Restaurant/Cafe/Canteen,Hardwick Estate Hardwick,Whitchurch On Thames,Reading
Tolhurst Organic Lin's Veg Shed,Retailers - other,Hardwick Gardens Hardwick,Whitchurch On Thames,Reading
Top Nosh Cuisine Ltd,Other catering premises,Unit 7 Childs Court Farm Sucks Lane,Ashampstead Common,Reading
Tops Pizza,Takeaway/sandwich shop,10 Wokingham Road,Reading,
Tortilla Reading,Restaurant/Cafe/Canteen,4-5 Broad Street,Reading,
Total Hospitality Ltd & The Grazing Board Company,Other catering premises,Unit 12a Butlers Lands Farm,Mortimer,Reading
Tracy Rawding (Childminder),Caring Premises,Tracy Rawding (Childminder),2 Fir Park,Sorn
Tradeteam,Distributors/Transporters,1-3 Gillette Way,Reading,
Traditional Romanesc,Retailers - other,316 Oxford Road,Reading,
Traditional Romanesc,Restaurant/Cafe/Canteen,146-148 Chatham Street,Reading,
Travelodge Hotels Ltd Westbound,Hotel/bed & breakfast/guest house,Travelodge,Burghfield,Reading
Travelodge Reading Central,Hotel/bed & breakfast/guest house,60 Oxford Road,Reading,
Travelodge Reading Whitley,Hotel/bed & breakfast/guest house,387 Basingstoke Road,Reading,
Treatz Dessert Parlour,Restaurant/Cafe/Canteen,29 Friar Street,Reading,
Trehan Newsagents,Retailers - other,67 Basingstoke Road,Reading,
Triangle Pharmacy,Retailers - other,90 School Road,Tilehurst,Reading
Trilobite Cafe,Restaurant/Cafe/Canteen,Health & Life Sciences Building,University of Reading,Pepper Lane
Tropical Brazil,Other catering premises,1 Reading Road,Chineham,Basingstoke
True Food Community Co-op,Retailers - other,61-61a Grove Road,Emmer Green,Reading Berkshire
Trunkwell House Ltd,Hotel/bed & breakfast/guest house,Trunkwell House Hotel Beech Hill Road,Beech Hill,Reading
Tuesday Lunch Club at West Reading Salvation Army,Caring Premises,522 Oxford Road,Reading,
Turkish Grill at Milestone Way Precinct,Restaurant/Cafe/Canteen,13 Milestone Way,Caversham,Reading
Turkish Halal Food Centre,Retailers - supermarkets/hypermarkets,70 Whitley Street,Reading,
Turkish Halal Food Centre,Retailers - other,133-135 Oxford Road,Reading,
Turkish Mangal,Restaurant/Cafe/Canteen,228 Northumberland Avenue,Reading,
Tutu's Ethiopian Table at Palmer Park Lodge,Restaurant/Cafe/Canteen,Wokingham Road,Reading,
twalabirmingham,Other catering premises,Flat 10 Readings Court,54 Russell Road,Moseley And Kings Heath
Twins News Mart,Retailers - other,65 Watlington Street,Reading,
Tyler International,Retailers - other,Room 241 Green Park 200 Brook Drive,Reading,
Tylers Rest,Pub/bar/nightclub,149 Norcot Road,Tilehurst,Reading
Tyndale Baptist Church,Other catering premises,2-4 Cressingham Road,Reading,
Tyseley Stores,Retailers - other,Reddings Lane Post Office,126 Reddings Lane,Springfield
U Save Convenience Store,Retailers - other,,65 Main Street,
Ufton Court Educational Trust,School/college/university,Ufton Court Green Lane,Ufton Nervet,Reading
UK Halal Meat,Retailers - other,79 Wokingham Road,Reading,
uKids @ Meadow Park,School/college/university,Meadow Park Academy Norcot Road Tilehurst,Reading,
uKids @ St Martins RG6,School/college/university,St Martin's School Pendennis Avenue Caversham,Reading,
UNI BAZAAR Ltd,Retailers - other,Reading Students' Union Building,White Knights Campus,Pepper lane
Unicorn Magic Brew,Mobile caterer,The Oracle,Bridge Street,Reading
University of Reading,Mobile caterer,University Of Reading,Whiteknights Road,Earley
University of Reading,Mobile caterer,University Of Reading,Whiteknights Road,Earley
Up The Junction,Pub/bar/nightclub,231 London Road,Reading,
UP! Café,Restaurant/Cafe/Canteen,Reading University Students' Union,Pepper Lane,Earley
Upper Crust at Reading Rail Station Concourse,Takeaway/sandwich shop,Station Approach,Reading,
Urban Baristas,Restaurant/Cafe/Canteen,5 Reading Road,,Henley-On-Thames
Urban Fun,Restaurant/Cafe/Canteen,Broad Street,Reading,
V & M Convenience Store,Retailers - other,373 Oxford Road,Reading,
Vantage Pharmacy,Retailers - other,231 Shinfield Road,Reading,
Vegivores,Restaurant/Cafe/Canteen,41A Church Street,Reading,
Vending 4 You,Retailers - other,Manor Farm,Manor Farm Road,Shurlock Row
Veni & Son Food To Fork,Mobile caterer,Woodrows Farm Aldworth Road,Aldworth,Reading
Venture Outdoor Kindergarten,School/college/university,Fisherman's Reading Room,Hope Cove,
Vesuvio Pizzeria,Restaurant/Cafe/Canteen,20 Norcot Road,Tilehurst,Reading
Veteran Wife Bakes,Mobile caterer,c/o Flavour Of Mauritius 143-145 Caversham Rd,Reading,
Victoria Road Preschool at Tilehurst Village Hall,Caring Premises,17 Victoria Road,Tilehurst,Reading
Victors,Retailers - other,Street Reading Site 009,Leeland Road,West Ealing
Viktoria Cake Shop,Retailers - other,423 Oxford Road,Reading,
Vildra,Distributors/Transporters,9 Greyfriars Road,Reading,
Village Hotel,Restaurant/Cafe/Canteen,Crowne Plaza Reading Richfield Avenue,Reading,
Village Tandoori Restaurant,Restaurant/Cafe/Canteen,14 Kidmore End Road,Emmer Green,Reading
Village Wine & Beers,Retailers - other,Milestone Way,Caversham,Reading
Vino Vita,Restaurant/Cafe/Canteen,20 Valpy Street,Reading,
Vintage Days Out Ltd,Mobile caterer,Mill Green,Caversham,Reading
Vision 4 Youth,Restaurant/Cafe/Canteen,The Tythings,Reading Road,Yateley
Viv's Cafe - Goring,Restaurant/Cafe/Canteen,9 The Arcade High Street,Goring,Reading
Voco Reading Hotel,Hotel/bed & breakfast/guest house,Shooters Way,Reading,
Voyage 1 Limited,Caring Premises,30 Broad Lane,Upper Bucklebury,Reading
Voyage Care,Caring Premises,29 Briants Avenue,Caversham,Reading
Voyage Care,Caring Premises,26 St Barnabas Road,Emmer Green,Reading
Voyage Care,Caring Premises,30 Richmond Road,Caversham,Reading
Voyage Care,Caring Premises,Apple Blossom House 34 St Ronans Road,Reading,
Voyage Care,Caring Premises,2a & 2b Mayfair,Tilehurst,Reading
Voyage Care At Oaklands,Caring Premises,Oaklands 5 The Green,Theale,Reading
Wadi Apothecary,Mobile caterer,26 Addington Road,Reading,
Wagamamas at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Waingels at Willow Bank Junior School,School/college/university,,Duffield Rd,Reading
Waitrose,Retailers - supermarkets/hypermarkets,980 Oxford Road,Tilehurst,Reading
Waitrose,Retailers - supermarkets/hypermarkets,51 Church Street,Caversham,Reading
Waitrose Ltd,Retailers - supermarkets/hypermarkets,Waitrose Ltd,108/112 Crockhamwell Road,Woodley READING
Wan Choi,Takeaway/sandwich shop,611 Oxford Road,Reading,
Warbrook House Heritage Hotel,Hotel/bed & breakfast/guest house,Warbrook House,Reading Road,Eversley
Warings Bakery,Mobile caterer,,Basingstoke Road,Spencer Wood
Warings Craft Bakers,Retailers - other,80 School Road,Tilehurst,Reading
Warings Craft Bakers,Retailers - other,32d Church Street,Caversham,Reading
Warings Craft Bakers,Retailers - other,53 Armour Road,Tilehurst,Reading
Warings Master Bakers Ltd,Retailers - other,Warings Master Bakers Reading Road,Burghfield Common,Reading
Wasing Leisure Ltd,Hotel/bed & breakfast/guest house,The Pump House Wasing Park,Aldermaston,Reading
Water Palace,Takeaway/sandwich shop,Golden Coach 39 Clayhill Road,Burghfield Common,Reading
Waterside Day Care,Caring Premises,82 Lyndhurst Road,Tilehurst,Reading
Waterstone's,Retailers - other,89a Broad Street,Reading,
Wednesday Lunch Club at St Michaels Church,Restaurant/Cafe/Canteen,Routh Lane,Tilehurst,Reading
Weller Centre,Other catering premises,110 Amersham Road,Caversham,Reading
Welly Boot Lodge Day Nursery Limited at Denefield School,Caring Premises,Denefield School Long Lane,Tilehurst,Reading
Wendy's Restaurant,Restaurant/Cafe/Canteen,1 Station Road,Reading,
Wenzel's the Bakers,Retailers - other,36 Broad Street,Reading,
Wenzels The Bakers,Retailers - other,Unit 2 East Reading Retail Centre,Shepherds Hill,Woodley
Wesley Pantry,Other catering premises,84 Queens Road,Reading,
West Coast Bakes,Retailers - other,80 Roading Campbeltown Argyll And Bute PA28 6LU,,
West Court,Restaurant/Cafe/Canteen,West Court,Reading Road,Finchampstead
West Reading Store,Retailers - other,202 Oxford Road,Reading,
Westcoast Ltd,Restaurant/Cafe/Canteen,Units A1 - A2 Arrowhead Park Arrowhead Road,Theale,Reading
Western Elms Nursery,Caring Premises,59 Western Elms Avenue,Reading,
Westholme Stores,Retailers - other,24-26 Wallingford Road,Goring,Reading
Westwood Farm Pre-School,Caring Premises,Downs Way Community Centre Downs Way,Tilehurst,Reading
"WH Smith At Moto Hospitality, Eastbound",Retailers - other,Whsmith,Burghfield,Reading
WH Smith at Reading Rail Station Concourse,Retailers - other,Station Approach,Reading,
Whistlestop Level 2 Main Entrance at Royal Berkshire Hospital,Restaurant/Cafe/Canteen,London Road,Reading,
Whitchurch Primary School Wraparound Care,Caring Premises,Whitchurch Primary School Eastfield Lane,Whitchurch On Thames,Reading
White Lion,Pub/bar/nightclub,The White Lion,Reading Road,Yateley
White Swan & Reading Street Burgers,Pub/bar/nightclub,17 Reading Street,Broadstairs,Kent
Whitley Community Development Association,Other catering premises,252-260 Northumberland Avenue,Reading,
Whitley Convenience Store,Retailers - other,177-179 Whitley Wood Lane,Reading,
Whitley Food & Wine Store,Retailers - other,23-25 Whitley Street,Reading,
Whitley Social Club & Cafe,Other catering premises,252-260 Northumberland Avenue,Reading,Berkshire
Whitley Wood Pantry,Other catering premises,Swallowfield Drive,Reading,
"Whittard of Chelsea, The Oracle",Retailers - other,Bridge Street,Reading,
Whittington's Tea Barge,Takeaway/sandwich shop,George Street,Caversham,Reading
"WHSmith At Moto Reading Services, Westbound",Restaurant/Cafe/Canteen,Motorway Service Area,Burghfield,Reading
WHSmith Platform 8&9,Retailers - other,Station Approach,Reading,
Wickes Building Supplies,Retailers - other,709-731 Oxford Road,Reading,Berkshire
Widmore Park Ltd,Restaurant/Cafe/Canteen,Widmore Pare Blounts Court Road,Sonning Common,Reading
Wigwam Day Nursery,Caring Premises,22 Fatherson Road,Reading,
Wild City Collective,Caring Premises,Westwood Farm Infant School Fullbrook Crescent,Tilehurst,Reading
Wild Kitchen,Restaurant/Cafe/Canteen,Beale Park,Lower Basildon,Reading
Willis & Short Newsagent,Retailers - other,341 Oxford Road,Reading,
Willow House,Caring Premises,2 Reading Road,Farnborough,Hampshire
Willowdene Before And After School Club,School/college/university,Christ Church,Reading Road,Chineham
Willowdene Nursery School,Caring Premises,42 Reading Road,Chineham,Basingstoke
Wilson's Wonders Bakery,Mobile caterer,Village Hall,Whistlers Lane,Silchester
Wings Fish Bar,Takeaway/sandwich shop,65 Gosbrook Road,Caversham,Reading
Wingstop,Other catering premises,Unit 24 Upper Level,Oracle Centre,Reading
Wingstop UK,Restaurant/Cafe/Canteen,Unit 7 Reading Gate Retail Park,Reading,
Winnersh Chinese Take Away,Takeaway/sandwich shop,,418a Reading Road,Winnersh
Wise Owls Nursery At Foxley,School/college/university,Foxley P N E U School,Manor Drive,Shurlock Row
Wishing Well,Pub/bar/nightclub,280 Oxford Road,Reading,
WithBrand,Distributors/Transporters,450 Brook Green Drive,Reading,
Wok on Wheels,Takeaway/sandwich shop,59 Basingstoke Road,Reading,
